LeagueHunter,Tactial Shooter,11821,47
RocketAge,Rogelike,35349,26
ShadowRocket,MOBA,43530,18
SocialSocial,MOBA,20349,61
MonsterRivas,RPG,37377,86
SocialAge,Acción,30686,45
SocialLeague,MOBA,66103,31
ShadowShadow,MOBA,37467,16
AgeLegends,JcE,69918,36
LeagueAge,RPG,29306,90
HunterHunter,RPG,66654,50
RivasMonster,Coop,11530,57
RivasMonster,Roguelite,13832,25
RocketLeague,Rogelike,45890,28
HunterLeague,JcE,45537,23
RocketHunter,RPG,27419,74
SocialLeague,Tactial Shooter,68968,31
AgeRivas,Acción,57144,77
RocketHunter,JcE,52551,84
ShadowMonster,Roguelite,16179,13
HunterRocket,Tactial Shooter,65526,39
RivasMonster,Rogelike,37786,1
ShadowHunter,JcE,58576,0
RocketSocial,RPG,56148,18
LegendsMonster,Acción,39557,54
ShadowLegends,JcE,3764,9
LegendsRivas,MOBA,66588,75
SocialAge,Acción,54880,72
HunterRivas,Acción,11157,83
HunterLegends,MOBA,29304,50
HunterLeague,RPG,13617,9
LeagueSocial,Coop,57141,62
HunterSocial,JcE,49756,78
AgeHunter,Coop,55965,13
HunterAge,Acción,926,26
SocialSocial,Acción,65443,73
SocialMonster,Roguelite,50810,43
MonsterRocket,Coop,13217,81
ShadowLegends,RPG,37547,32
ShadowAge,MOBA,53116,73
SocialLeague,JcE,18328,89
HunterRocket,Coop,48319,0
HunterRocket,Acción,6028,13
LegendsAge,Rogelike,21089,7
MonsterMonster,RPG,28145,74
LeagueLegends,Coop,2805,30
SocialAge,RPG,56812,71
HunterLeague,Roguelite,46686,28
MonsterSocial,Rogelike,21425,52
LeagueRivas,Acción,69985,5
LeagueLegends,Tactial Shooter,36709,51
RivasShadow,Acción,10569,90
ShadowLeague,JcE,45371,45
MonsterAge,Acción,13641,11
MonsterRocket,Rogelike,2049,44
MonsterMonster,Tactial Shooter,60054,39
SocialHunter,MOBA,46908,47
SocialShadow,RPG,45272,53
RocketAge,Rogelike,37494,27
AgeShadow,Roguelite,11060,67
ShadowLeague,Coop,50485,63
LegendsMonster,Acción,58755,32
RocketShadow,Tactial Shooter,29963,97
AgeHunter,RPG,2399,20
RivasRocket,Rogelike,59098,35
LeagueLegends,Rogelike,1646,98
RocketAge,RPG,12860,55
AgeHunter,MOBA,38022,100
AgeMonster,Roguelite,25555,54
AgeShadow,JcE,54800,42
ShadowLegends,Coop,49070,10
HunterMonster,JcE,35479,27
HunterLeague,Acción,51471,74
RocketRocket,JcE,24264,9
RocketLegends,Coop,23491,53
MonsterMonster,RPG,36032,16
MonsterMonster,Rogelike,17700,54
AgeRivas,RPG,6425,26
SocialAge,MOBA,2498,7
RivasShadow,Rogelike,11751,55
LegendsRocket,Tactial Shooter,16412,98
MonsterHunter,MOBA,64291,60
LegendsRocket,MOBA,32096,5
LegendsRocket,Coop,37287,84
SocialMonster,Acción,58920,15
LeagueLegends,Roguelite,3732,47
MonsterMonster,JcE,53796,69
LeagueLeague,MOBA,64040,65
SocialAge,RPG,60177,92
SocialRivas,Coop,12364,81
RocketMonster,MOBA,56039,56
SocialSocial,Tactial Shooter,66236,4
SocialMonster,Acción,21796,90
MonsterAge,Acción,53860,74
LeagueLegends,Acción,11883,16
AgeRivas,JcE,19153,34
RivasAge,RPG,11488,35
SocialLeague,JcE,22712,24
AgeAge,MOBA,12270,95
SocialLeague,Acción,68252,43
LegendsRivas,MOBA,33591,51
RocketHunter,RPG,45068,100
LeagueRivas,MOBA,12893,83
SocialLegends,Tactial Shooter,8909,78
RocketRocket,JcE,19063,49
ShadowLeague,RPG,4375,90
SocialShadow,Roguelite,5600,21
RivasLeague,Roguelite,35843,20
SocialShadow,Tactial Shooter,42702,4
HunterShadow,Rogelike,63936,81
MonsterAge,Rogelike,58812,95
HunterRivas,Coop,461,57
HunterSocial,JcE,5198,0
RocketHunter,Tactial Shooter,29341,97
HunterRivas,MOBA,28781,17
ShadowShadow,MOBA,65443,16
LeagueLeague,Rogelike,25521,46
AgeAge,Tactial Shooter,53944,45
MonsterLegends,Tactial Shooter,42936,91
MonsterRocket,Rogelike,30513,92
LeagueRivas,JcE,47909,68
AgeLegends,Roguelite,16168,4
HunterRivas,Tactial Shooter,2417,98
LegendsLegends,MOBA,57986,73
LeagueMonster,Rogelike,14969,45
RocketRivas,Acción,46720,18
AgeSocial,Coop,55643,18
RivasMonster,Roguelite,27277,32
RivasRivas,Tactial Shooter,4457,29
HunterSocial,Roguelite,45827,87
HunterSocial,Acción,46791,51
MonsterSocial,RPG,43115,20
RocketRocket,RPG,52602,77
MonsterShadow,Rogelike,50942,53
ShadowLeague,Roguelite,24358,6
RocketAge,MOBA,65105,78
HunterAge,RPG,14368,21
RivasSocial,RPG,41369,33
ShadowMonster,Roguelite,41633,23
LeagueLegends,MOBA,35543,73
SocialSocial,RPG,66066,85
RocketLeague,Rogelike,12380,58
RocketRocket,JcE,40147,84
AgeShadow,JcE,53204,55
RocketSocial,RPG,19639,55
HunterLeague,Rogelike,4457,98
RocketSocial,Coop,40858,17
MonsterSocial,Roguelite,39131,50
SocialLegends,MOBA,63939,15
LegendsMonster,Acción,40880,63
LeagueRivas,Tactial Shooter,56597,56
RocketRivas,Roguelite,51349,100
SocialAge,JcE,5303,14
RocketLegends,Coop,3678,100
MonsterShadow,Coop,24464,18
RivasRocket,JcE,30926,18
RocketShadow,JcE,16420,37
RocketAge,Rogelike,37574,87
SocialMonster,Roguelite,33945,26
SocialShadow,Roguelite,1543,12
MonsterMonster,Acción,38877,51
AgeMonster,Acción,12700,57
LegendsLeague,Coop,13348,99
MonsterLegends,JcE,63747,64
RocketRivas,RPG,57837,98
RivasAge,RPG,69692,6
RocketHunter,JcE,3458,96
RivasRivas,RPG,16489,68
ShadowShadow,Roguelite,24485,73
AgeRocket,Coop,39143,40
AgeMonster,Acción,46450,78
LeagueRivas,Rogelike,59219,30
RivasAge,JcE,1004,31
LegendsLegends,Tactial Shooter,3099,23
HunterLegends,Rogelike,29052,29
RocketSocial,MOBA,66831,5
LegendsAge,JcE,12654,3
MonsterShadow,Rogelike,35854,46
HunterMonster,MOBA,3329,2
HunterMonster,Acción,50975,83
RocketRivas,Acción,11095,57
RocketShadow,Rogelike,65047,59
MonsterShadow,MOBA,39451,5
MonsterLegends,Coop,63758,5
RivasSocial,Roguelite,43621,27
HunterRocket,Tactial Shooter,42604,47
LeagueLegends,Tactial Shooter,44009,54
LeagueHunter,Acción,6280,41
RivasLegends,RPG,11275,41
RocketAge,Coop,68948,10
MonsterHunter,Acción,17292,18
AgeRivas,RPG,63810,50
MonsterShadow,Acción,2498,92
LegendsRivas,RPG,51326,15
AgeRivas,MOBA,13802,95
LeagueLeague,Roguelite,54074,45
ShadowLeague,Coop,6698,36
RocketLegends,Coop,32523,66
ShadowSocial,Rogelike,39169,32
HunterSocial,RPG,13468,92
RocketShadow,Coop,48630,37
ShadowSocial,Acción,34274,96
RocketRocket,Coop,34934,73
LegendsRivas,JcE,26705,58
RocketAge,Rogelike,24549,9
SocialHunter,Coop,18052,73
LeagueRocket,Acción,17636,26
RivasLeague,Acción,49163,74
RivasLegends,Tactial Shooter,50494,81
LeagueLegends,Tactial Shooter,22257,85
MonsterLegends,JcE,57041,89
AgeSocial,JcE,63658,55
AgeLegends,MOBA,43028,3
RocketRocket,JcE,1053,93
LegendsRivas,Tactial Shooter,66334,48
AgeAge,Rogelike,65632,88
HunterRivas,RPG,49748,63
RocketMonster,RPG,31690,70
LegendsLegends,Acción,59936,75
SocialRocket,RPG,68641,83
ShadowLegends,MOBA,7186,100
RivasLegends,Roguelite,57901,54
RivasAge,Acción,33801,74
ShadowRivas,Tactial Shooter,10131,27
LegendsMonster,Acción,45252,23
HunterLegends,Acción,57836,81
AgeRocket,JcE,11881,42
AgeMonster,Acción,7725,85
MonsterShadow,RPG,6297,89
AgeMonster,RPG,41385,88
AgeLeague,RPG,25732,28
HunterSocial,Acción,63309,9
LeagueRivas,MOBA,36535,59
ShadowLeague,JcE,41684,75
SocialRivas,Coop,22318,27
MonsterShadow,MOBA,53385,47
ShadowShadow,Roguelite,55166,0
ShadowRocket,Rogelike,3124,63
LeagueRivas,Roguelite,54440,20
ShadowRocket,Roguelite,16507,58
MonsterHunter,Acción,40815,88
RocketShadow,Acción,40613,22
SocialRivas,Acción,24,49
LeagueLegends,Tactial Shooter,37346,62
LeagueLeague,JcE,41758,20
ShadowSocial,JcE,55878,25
AgeRivas,Roguelite,30844,18
HunterMonster,JcE,57464,67
SocialAge,Tactial Shooter,4262,29
HunterLegends,Acción,2504,74
RivasRivas,RPG,47394,17
ShadowMonster,Rogelike,59383,28
SocialHunter,Tactial Shooter,38956,13
LegendsRocket,Tactial Shooter,26916,15
RivasLeague,JcE,3955,30
MonsterAge,Tactial Shooter,67876,26
MonsterShadow,RPG,12796,6
RocketRivas,Rogelike,30416,18
AgeLegends,Tactial Shooter,68685,56
SocialMonster,Acción,15635,77
RocketAge,RPG,65618,97
RocketRivas,Rogelike,44123,9
MonsterMonster,JcE,29553,80
AgeRocket,Roguelite,1798,32
SocialRivas,Tactial Shooter,35933,34
HunterRocket,Tactial Shooter,20670,72
SocialShadow,RPG,57970,93
LegendsAge,Tactial Shooter,68597,82
ShadowRocket,RPG,56014,79
MonsterMonster,Rogelike,6293,5
AgeRivas,MOBA,18692,57
SocialRivas,RPG,49083,10
HunterRocket,Roguelite,50359,30
RivasLegends,Acción,21652,1
SocialShadow,RPG,2054,37
LegendsMonster,Coop,52923,16
LeagueAge,RPG,29221,99
HunterSocial,Acción,64150,2
LegendsLegends,Tactial Shooter,28109,10
LegendsRivas,MOBA,7489,36
RocketLegends,Rogelike,2926,99
LegendsLeague,RPG,43257,14
SocialAge,RPG,9658,38
MonsterLegends,RPG,63525,4
MonsterAge,Acción,38576,59
MonsterShadow,Tactial Shooter,1208,66
MonsterAge,Rogelike,14902,21
ShadowMonster,Roguelite,38052,20
LeagueRivas,Acción,28077,68
HunterAge,JcE,58684,64
LeagueRocket,Rogelike,5716,44
RocketMonster,RPG,8469,0
RivasMonster,Tactial Shooter,37682,37
LeagueHunter,Coop,57706,32
AgeShadow,Rogelike,67272,72
LeagueSocial,Tactial Shooter,53566,50
ShadowMonster,MOBA,69363,70
ShadowMonster,Tactial Shooter,14298,44
HunterSocial,Acción,59908,85
AgeShadow,Coop,7952,90
AgeShadow,Rogelike,20408,72
HunterRivas,Rogelike,36831,51
LeagueSocial,Roguelite,68147,57
SocialShadow,Coop,9942,29
LegendsRivas,MOBA,11706,55
HunterRivas,Tactial Shooter,31784,83
LegendsHunter,Coop,2635,84
SocialShadow,Tactial Shooter,29219,14
SocialAge,RPG,5534,46
MonsterAge,Roguelite,43678,42
LeagueLeague,Coop,27891,99
MonsterLegends,RPG,5592,41
LegendsSocial,Rogelike,33403,15
MonsterShadow,JcE,22679,73
LegendsHunter,Tactial Shooter,53169,0
LegendsSocial,Acción,20254,34
SocialShadow,RPG,15276,81
ShadowShadow,RPG,17937,92
MonsterShadow,Tactial Shooter,48594,88
HunterLeague,MOBA,52813,20
MonsterHunter,Tactial Shooter,11626,44
LegendsAge,Coop,35908,58
MonsterShadow,MOBA,10558,52
HunterSocial,Acción,49443,20
HunterRivas,Rogelike,49299,95
AgeRivas,Rogelike,68212,92
LegendsShadow,Rogelike,19292,78
ShadowLeague,MOBA,67058,47
RocketAge,Rogelike,30853,63
LegendsShadow,MOBA,10256,64
HunterShadow,JcE,49020,60
HunterMonster,Coop,59106,97
ShadowAge,RPG,62140,59
ShadowLegends,Acción,20164,10
SocialLegends,Roguelite,35391,66
RivasHunter,Roguelite,59147,26
MonsterLegends,Acción,61225,77
ShadowAge,Rogelike,2368,75
ShadowRocket,Coop,50022,23
RocketRivas,Rogelike,66073,16
RivasAge,Rogelike,34807,69
SocialShadow,Acción,47699,67
ShadowSocial,Acción,10168,63
RocketShadow,RPG,6372,71
AgeShadow,JcE,22435,100
LeagueAge,Rogelike,5,47
LegendsSocial,RPG,48187,20
LeagueShadow,Roguelite,7699,43
SocialRivas,Rogelike,16927,68
MonsterMonster,JcE,12136,44
MonsterAge,Coop,7592,33
RivasSocial,RPG,11614,63
SocialRivas,Acción,14224,70
MonsterMonster,Roguelite,62940,84
LeagueLeague,Acción,11934,91
LegendsLegends,MOBA,6013,65
RocketAge,JcE,64078,94
SocialHunter,RPG,65632,70
RocketMonster,JcE,18543,80
RivasRocket,Roguelite,10359,18
HunterLeague,Coop,11938,62
HunterSocial,JcE,31016,41
LegendsMonster,Tactial Shooter,1841,55
AgeSocial,JcE,39853,9
LegendsLegends,MOBA,26614,28
AgeAge,Rogelike,62188,71
HunterLegends,Acción,36647,72
LeagueLegends,MOBA,12514,55
RocketSocial,Coop,7471,9
SocialLegends,Tactial Shooter,37795,32
HunterLeague,Acción,65858,86
AgeRivas,Tactial Shooter,3249,69
HunterMonster,JcE,22622,83
AgeHunter,Acción,31424,78
LegendsHunter,JcE,574,10
RocketLegends,Acción,5817,78
RivasShadow,JcE,44490,1
HunterLeague,Roguelite,8281,97
MonsterMonster,Tactial Shooter,47788,46
HunterHunter,Rogelike,64638,23
SocialAge,Rogelike,9580,19
LeagueLegends,JcE,59103,25
LegendsMonster,RPG,41752,86
SocialHunter,RPG,59091,47
LegendsShadow,Tactial Shooter,27220,30
HunterAge,Roguelite,927,98
RocketLeague,Roguelite,53368,67
ShadowRivas,Roguelite,3064,0
LeagueShadow,Rogelike,51627,10
RocketRocket,Roguelite,7295,0
RivasLeague,Tactial Shooter,22822,5
LeagueAge,JcE,16517,66
MonsterMonster,Rogelike,38623,71
LegendsAge,JcE,36237,86
RocketSocial,JcE,40051,4
SocialAge,Tactial Shooter,19394,36
AgeRocket,Roguelite,5256,76
RocketAge,JcE,17840,76
HunterLegends,Rogelike,35781,53
LegendsShadow,JcE,69081,92
HunterHunter,RPG,46736,17
HunterAge,Acción,37672,26
LeagueMonster,RPG,39745,91
LeagueMonster,Tactial Shooter,25502,41
ShadowAge,RPG,7003,84
MonsterShadow,Tactial Shooter,2642,77
AgeLeague,Coop,15329,54
MonsterMonster,MOBA,24481,66
SocialShadow,Coop,44618,89
SocialHunter,JcE,19408,64
HunterShadow,Tactial Shooter,19191,56
ShadowRocket,MOBA,14263,58
ShadowAge,MOBA,7264,2
SocialHunter,Tactial Shooter,17565,12
LegendsRocket,Rogelike,45237,42
LeagueHunter,Roguelite,35353,8
LegendsRocket,MOBA,24123,59
RocketHunter,MOBA,16829,90
RivasMonster,Rogelike,24352,61
ShadowLegends,Acción,65749,7
LeagueRivas,RPG,4094,74
ShadowShadow,Rogelike,49392,91
LeagueShadow,RPG,2066,67
LeagueLeague,Tactial Shooter,30798,28
RivasShadow,Coop,41748,53
LegendsAge,Rogelike,47756,81
SocialRivas,Acción,7736,84
SocialLegends,Roguelite,36758,61
ShadowHunter,MOBA,62330,94
RocketShadow,Roguelite,62109,29
LeagueLegends,MOBA,47331,31
MonsterAge,MOBA,68899,36
MonsterHunter,Roguelite,48733,40
SocialRocket,Coop,16732,8
RivasHunter,MOBA,48355,71
SocialRivas,MOBA,35071,65
SocialRocket,Acción,15107,14
LegendsRivas,RPG,11167,18
RocketLegends,Roguelite,31679,0
AgeRocket,Roguelite,33956,74
MonsterAge,JcE,16850,51
AgeAge,Acción,24711,15
SocialRocket,Coop,11554,65
AgeLegends,RPG,49746,27
RocketSocial,Tactial Shooter,63681,0
AgeAge,RPG,26639,59
LeagueRivas,Tactial Shooter,28767,52
HunterLeague,Tactial Shooter,23941,90
LegendsAge,JcE,26088,66
HunterMonster,Rogelike,53342,32
ShadowLeague,Tactial Shooter,61188,67
MonsterShadow,Rogelike,47095,99
RocketAge,JcE,34339,13
HunterHunter,RPG,41971,56
HunterHunter,Tactial Shooter,23571,69
LegendsLeague,Tactial Shooter,1511,29
HunterLegends,Rogelike,15039,3
RivasRocket,Acción,9779,62
RocketAge,JcE,1033,69
MonsterMonster,Acción,40822,27
LeagueAge,JcE,32336,27
MonsterLeague,JcE,33717,41
ShadowAge,Rogelike,36332,94
MonsterLegends,Roguelite,7052,31
RivasRivas,RPG,26772,69
AgeAge,Roguelite,54298,91
RivasLegends,MOBA,53670,67
SocialAge,Rogelike,49527,25
AgeAge,RPG,41226,22
SocialLegends,Acción,44526,83
RocketLegends,RPG,8128,24
RivasShadow,JcE,67972,69
AgeSocial,JcE,39766,44
SocialRivas,JcE,17222,64
AgeAge,MOBA,28280,80
AgeLegends,RPG,34327,80
SocialShadow,Roguelite,45551,43
LeagueShadow,JcE,67311,24
LegendsHunter,RPG,5180,7
AgeRivas,MOBA,54378,30
RivasRivas,Tactial Shooter,27287,11
AgeAge,RPG,40061,69
HunterAge,RPG,39117,92
SocialMonster,Coop,40123,64
LeagueLeague,RPG,40832,37
LeagueShadow,Rogelike,27173,39
SocialLegends,Rogelike,55892,95
LeagueSocial,Acción,50587,93
SocialLeague,Acción,63886,11
HunterSocial,RPG,25428,0
RocketShadow,Tactial Shooter,68795,56
SocialMonster,Coop,5314,74
MonsterShadow,Tactial Shooter,62806,61
SocialLegends,JcE,53912,93
LeagueAge,Tactial Shooter,44197,81
ShadowHunter,MOBA,29899,78
SocialSocial,Acción,66983,29
AgeAge,Coop,37893,86
LegendsHunter,JcE,22799,14
RivasLeague,Roguelite,39237,56
AgeRocket,Rogelike,3486,48
SocialRocket,Tactial Shooter,14668,90
AgeLeague,Tactial Shooter,13928,8
AgeShadow,Coop,3822,59
MonsterMonster,Coop,11670,71
HunterLegends,Rogelike,19502,69
RocketSocial,Acción,55489,96
AgeHunter,Acción,31822,82
MonsterAge,MOBA,9735,46
RocketLegends,Coop,69606,52
SocialLegends,Rogelike,56947,89
AgeRocket,Roguelite,34248,69
AgeLeague,RPG,56648,77
AgeRocket,JcE,43904,47
AgeRivas,Roguelite,35192,39
ShadowHunter,Roguelite,17689,21
ShadowAge,MOBA,7469,48
LegendsAge,MOBA,63621,90
HunterRocket,Tactial Shooter,6633,95
SocialSocial,Roguelite,4741,74
HunterRivas,RPG,32584,9
HunterMonster,MOBA,62848,29
RivasMonster,Acción,11564,90
MonsterRivas,RPG,48075,16
ShadowLegends,RPG,37375,42
RivasShadow,RPG,50893,2
RivasAge,Roguelite,18709,73
ShadowLegends,MOBA,50003,24
ShadowLegends,JcE,42011,54
RocketMonster,MOBA,37802,19
MonsterHunter,Roguelite,64454,99
RocketRocket,Tactial Shooter,26907,80
ShadowRivas,Roguelite,53244,75
LegendsLegends,MOBA,616,84
RivasLegends,Acción,2733,58
RocketMonster,MOBA,11393,20
MonsterMonster,JcE,41055,79
HunterShadow,MOBA,6142,61
RivasRocket,Rogelike,40158,73
HunterLegends,RPG,34620,35
RivasShadow,RPG,53889,10
RocketLegends,Tactial Shooter,57550,13
ShadowHunter,Tactial Shooter,57299,99
RocketRocket,JcE,39962,54
RocketAge,Tactial Shooter,64040,43
LeagueLeague,RPG,19661,29
RocketSocial,Roguelite,64635,94
ShadowRivas,Coop,33880,5
MonsterLeague,Roguelite,45265,28
LegendsAge,RPG,18398,14
RivasRocket,Tactial Shooter,53290,82
ShadowSocial,Roguelite,26707,84
LegendsAge,Rogelike,65290,100
SocialShadow,Roguelite,37362,15
AgeSocial,JcE,3476,96
AgeAge,Acción,32931,10
ShadowSocial,JcE,38603,95
LegendsRivas,Coop,48568,24
AgeLeague,MOBA,2747,86
SocialLegends,Rogelike,47060,55
MonsterAge,Tactial Shooter,8636,17
MonsterLegends,Tactial Shooter,27663,79
HunterLeague,RPG,33519,52
LegendsLegends,Tactial Shooter,60808,30
ShadowHunter,Coop,1785,64
SocialSocial,Acción,15405,61
RivasSocial,JcE,24117,96
MonsterMonster,Coop,14384,78
ShadowLeague,Coop,46369,60
HunterRocket,Acción,60712,71
ShadowHunter,MOBA,59567,58
LegendsShadow,JcE,61312,11
HunterRocket,JcE,21975,82
ShadowAge,Roguelite,27623,60
SocialRivas,Acción,21140,32
SocialRocket,Roguelite,52963,5
ShadowLeague,Coop,6087,14
SocialRivas,Acción,46070,91
ShadowSocial,Acción,17628,20
LegendsSocial,JcE,10152,87
SocialHunter,Tactial Shooter,39742,93
RocketHunter,Rogelike,43009,88
SocialLegends,MOBA,45479,95
SocialMonster,Rogelike,11600,9
RocketShadow,RPG,59792,99
RocketRivas,MOBA,28350,22
SocialRocket,RPG,24635,42
AgeAge,RPG,43358,95
RivasAge,Coop,68904,73
LeagueHunter,Coop,32819,38
LegendsAge,MOBA,20097,62
RivasAge,Tactial Shooter,15332,61
HunterSocial,Rogelike,12024,10
ShadowSocial,Roguelite,11942,3
ShadowAge,RPG,62301,32
LeagueRocket,JcE,23035,78
LeagueShadow,RPG,51910,66
MonsterSocial,Tactial Shooter,28669,15
RivasHunter,Tactial Shooter,44401,1
HunterLegends,Acción,8351,28
RocketAge,RPG,53260,30
LeagueHunter,RPG,63632,52
RivasHunter,JcE,13088,55
ShadowAge,Coop,18832,73
AgeRivas,RPG,6288,29
ShadowRivas,JcE,40175,40
AgeMonster,MOBA,46591,0
AgeAge,Acción,40564,51
LegendsRocket,Rogelike,50492,29
HunterRocket,Acción,56554,42
RocketMonster,Tactial Shooter,31770,61
LeagueAge,JcE,34122,60
LegendsAge,Tactial Shooter,62085,11
RivasSocial,Acción,50983,76
RocketLegends,Rogelike,68657,7
AgeHunter,Roguelite,69581,60
RocketLegends,Roguelite,54391,9
ShadowLegends,Roguelite,18103,38
LegendsSocial,MOBA,39380,52
SocialSocial,JcE,2803,85
LeagueLegends,RPG,27150,71
LeagueRocket,Rogelike,1008,39
SocialShadow,Roguelite,33258,97
LeagueHunter,MOBA,65192,99
AgeLeague,Rogelike,20940,28
SocialRivas,Acción,31620,31
HunterRivas,Acción,69264,18
LegendsSocial,Acción,4743,100
SocialRocket,Acción,37601,80
RocketLegends,RPG,66782,15
LeagueAge,RPG,51589,74
SocialAge,Coop,20948,57
HunterLeague,Coop,65177,86
SocialRivas,Acción,62314,75
LegendsShadow,Tactial Shooter,23402,63
LegendsRivas,Rogelike,32062,55
LegendsRocket,Coop,11365,45
AgeAge,Roguelite,58080,38
RivasSocial,Rogelike,4437,77
LeagueLeague,MOBA,14415,75
LegendsMonster,Acción,55627,27
RocketLegends,Acción,27963,89
LegendsShadow,MOBA,43092,87
MonsterRivas,Coop,53890,40
AgeShadow,MOBA,57376,69
LeagueSocial,Coop,5399,49
RocketShadow,Coop,30019,6
AgeSocial,RPG,67722,57
ShadowLeague,Roguelite,40092,24
LegendsLeague,MOBA,45405,52
AgeRocket,Acción,55831,70
MonsterMonster,Rogelike,27104,43
LegendsSocial,JcE,63701,42
AgeRocket,Coop,51175,63
SocialAge,Rogelike,4280,68
SocialHunter,RPG,31475,99
RocketHunter,Coop,53354,35
RivasLeague,JcE,16461,100
AgeRocket,Tactial Shooter,62072,61
AgeHunter,JcE,12035,34
AgeMonster,Acción,38887,45
LegendsLeague,Rogelike,64585,98
RivasHunter,JcE,108,63
ShadowLegends,JcE,67584,29
LegendsRocket,Acción,43327,25
AgeAge,MOBA,18154,78
MonsterLeague,Acción,3323,10
MonsterShadow,JcE,19821,2
RivasAge,Coop,57375,80
ShadowRocket,Acción,47563,92
LeagueRivas,RPG,36038,15
RivasSocial,Tactial Shooter,20627,50
HunterMonster,RPG,8934,77
SocialMonster,Rogelike,48847,11
HunterHunter,JcE,17283,40
LeagueMonster,Rogelike,29064,87
LeagueAge,Tactial Shooter,30362,92
ShadowRocket,Rogelike,41039,37
AgeSocial,RPG,34779,73
ShadowRivas,Rogelike,34110,4
LegendsRocket,Roguelite,47764,33
SocialLegends,Roguelite,63273,23
RivasMonster,Coop,533,47
LeagueRocket,Rogelike,28118,39
MonsterLegends,Acción,49710,36
LegendsRocket,JcE,24468,58
RivasAge,Tactial Shooter,20268,0
RivasSocial,JcE,40499,7
RivasLeague,Roguelite,6271,51
ShadowRocket,Tactial Shooter,19863,99
MonsterRivas,JcE,5943,2
RivasLegends,Coop,56954,3
AgeMonster,JcE,57756,92
MonsterRivas,Coop,39526,31
RocketMonster,MOBA,5097,58
SocialRivas,RPG,15833,2
AgeAge,Rogelike,34056,94
ShadowLegends,RPG,5019,64
RivasLeague,Acción,1757,49
MonsterRivas,Tactial Shooter,4856,30
MonsterRocket,MOBA,40544,48
MonsterHunter,JcE,43312,10
LeagueLegends,Tactial Shooter,64282,83
RocketMonster,Tactial Shooter,30191,44
LeagueMonster,JcE,41692,11
LeagueAge,Roguelite,19464,73
AgeHunter,Coop,60078,70
ShadowMonster,JcE,30606,98
SocialAge,Coop,33149,11
MonsterSocial,Acción,59706,46
HunterRocket,MOBA,57919,39
LegendsLegends,Tactial Shooter,13033,68
HunterShadow,Rogelike,52510,62
ShadowShadow,RPG,42999,13
RocketLegends,Acción,55464,15
HunterAge,Tactial Shooter,56773,75
AgeAge,Tactial Shooter,27028,50
LegendsRocket,Rogelike,34009,78
MonsterMonster,Coop,4389,32
HunterShadow,Rogelike,66069,32
AgeShadow,MOBA,11913,71
AgeShadow,RPG,41068,7
LegendsShadow,MOBA,38191,29
RivasLegends,RPG,48342,14
RocketRocket,RPG,67865,90
MonsterAge,Acción,59551,67
RocketLeague,Coop,68380,48
MonsterLegends,RPG,19014,53
SocialSocial,JcE,27457,57
RivasRocket,JcE,36459,44
AgeSocial,Acción,65263,72
LeagueAge,Acción,12594,36
RocketLeague,Rogelike,11677,79
LegendsSocial,Tactial Shooter,13557,42
LegendsRivas,Rogelike,7856,91
HunterAge,Roguelite,20267,79
AgeMonster,Roguelite,58211,32
LeagueLegends,Rogelike,29758,65
SocialShadow,MOBA,52400,89
RivasHunter,RPG,40823,45
ShadowSocial,JcE,41816,99
MonsterRocket,Rogelike,27709,48
AgeLegends,Coop,21157,85
AgeSocial,Coop,19424,48
LegendsShadow,RPG,62204,79
ShadowShadow,Acción,27811,31
RivasMonster,RPG,25771,79
RivasHunter,Tactial Shooter,44360,10
RivasLegends,Coop,17547,61
MonsterLegends,Tactial Shooter,8367,12
HunterRivas,Acción,51253,76
LegendsLegends,Roguelite,3349,25
RocketShadow,Coop,21861,81
LegendsLeague,Roguelite,47777,58
HunterHunter,Tactial Shooter,52126,61
LeagueAge,Tactial Shooter,39380,44
AgeRocket,Tactial Shooter,766,19
LegendsAge,Acción,22331,13
HunterAge,JcE,67758,5
ShadowLeague,RPG,18222,55
AgeHunter,MOBA,33707,63
LeagueLegends,Acción,43311,0
SocialLegends,Acción,59837,40
HunterRivas,Coop,18249,72
RivasAge,RPG,37155,39
AgeRivas,Coop,32424,91
RivasHunter,MOBA,30743,51
HunterHunter,RPG,60924,19
HunterRocket,Coop,54687,58
RivasMonster,Rogelike,60658,66
MonsterRocket,RPG,39826,59
HunterHunter,Roguelite,45747,4
LegendsMonster,Tactial Shooter,40596,97
RivasRivas,JcE,13055,34
ShadowLegends,MOBA,33212,70
ShadowRivas,Roguelite,67669,50
SocialLegends,RPG,22939,3
LeagueHunter,Acción,54706,81
AgeAge,Rogelike,31284,65
ShadowAge,MOBA,2950,58
HunterMonster,MOBA,35802,72
ShadowRocket,Coop,58212,38
RivasLeague,Acción,53738,59
LegendsSocial,RPG,26287,1
ShadowMonster,Acción,57855,67
LeagueLeague,JcE,55644,40
SocialMonster,Acción,54187,60
LegendsLeague,JcE,16380,25
RocketLegends,Rogelike,63741,76
RocketAge,Coop,19327,42
HunterLegends,Coop,13431,75
AgeAge,Coop,45225,4
AgeHunter,Rogelike,16274,62
LeagueLegends,RPG,26294,30
LegendsAge,MOBA,9397,55
LeagueShadow,RPG,49729,78
AgeMonster,Coop,15853,87
LegendsHunter,Tactial Shooter,56607,5
AgeAge,Roguelite,45817,28
RocketAge,Roguelite,53528,65
AgeLegends,Rogelike,52475,1
